Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Today price,Realised/Unrealised Profit,Holding Period,Status,Backtested Win Rate [%]
TRENDPULSE,MSE.PA,Long,Weekly,2025-10-26,63.0002,2025-12-29,64.15,-1.0,1.8251%,64.0,Closed,100.0
TRENDPULSE,JNK,Long,Weekly,2025-10-26,97.74,,,95.47,-2.3225%,,Open,85.71
TRENDPULSE,DIA,Long,Weekly,2025-10-26,472.21,2025-12-22,483.46,-1.0,2.3824%,57.0,Closed,100.0
TRENDPULSE,^BVSP,Long,Weekly,2025-10-26,146172.0,2025-11-18,156240.8125,-1.0,6.8883%,23.0,Closed,91.67
FRACTAL TRACK,JETS,Long,Weekly,2025-10-26,25.54,,,25.27,-1.0572%,,Open,100.0
FRACTAL TRACK,IEI,Long,Weekly,2025-10-26,120.2,,,118.14,-1.7138%,,Open,96.43
FRACTAL TRACK,ETH-USD,Long,Weekly,2025-10-26,4157.9893,,,2154.8083,-48.1767%,,Open,83.33
TRENDPULSE,ACWX,Long,Weekly,2025-10-26,66.54,2026-01-12,69.82,-1.0,4.9294%,78.0,Closed,77.78
TRENDPULSE,^NDX,Long,Weekly,2025-10-26,25358.1602,2025-11-03,25972.9434,-1.0,2.4244%,8.0,Closed,100.0
TRENDPULSE,QQQ,Long,Weekly,2025-10-26,617.1,,,584.31,-5.3136%,,Open,100.0
TRENDPULSE,UPS,Long,Weekly,2025-10-26,87.22,2025-11-18,93.0726,-1.0,6.7102%,23.0,Closed,72.73
FRACTAL TRACK,TRI.TO,Long,Weekly,2025-10-26,227.55,,,122.42,-46.2008%,,Open,100.0
FRACTAL TRACK,IBKR,Long,Daily,2025-10-24,68.75,,,67.91,-1.2218%,,Open,100.0
FRACTAL TRACK,NVDA,Long,Daily,2025-10-24,186.26,,,175.75,-5.6427%,,Open,92.86
FRACTAL TRACK,TRI.TO,Long,Weekly,2025-10-24,227.55,,,122.42,-46.2008%,,Open,100.0
FRACTAL TRACK,WPM.TO,Long,Daily,2025-10-24,137.43,,,190.12,38.3395%,,Open,96.3
FRACTAL TRACK,WPM,Long,Daily,2025-10-24,98.15,,,136.8,39.3785%,,Open,100.0
FRACTAL TRACK,IEI,Long,Weekly,2025-10-24,120.2,,,118.14,-1.7138%,,Open,96.43
FRACTAL TRACK,JETS,Long,Weekly,2025-10-24,25.54,,,25.27,-1.0572%,,Open,100.0
TRENDPULSE,SUM.NZ,Long,Daily,2025-10-24,11.9,2025-10-28,11.74,-1.0,-1.3445%,4.0,Closed,100.0
FRACTAL TRACK,SJ.TO,Long,Daily,2025-10-24,78.46,,,94.5,20.4435%,,Open,100.0
FRACTAL TRACK,ETH-USD,Long,Weekly,2025-10-24,3939.7068,,,2154.8083,-45.3054%,,Open,83.33
FRACTAL TRACK,HOOD,Long,Daily,2025-10-24,139.79,,,70.11,-49.8462%,,Open,100.0
FRACTAL TRACK,MX.TO,Long,Daily,2025-10-23,50.3,,,81.98,62.9821%,,Open,96.15
FRACTAL TRACK,MEL.NZ,Long,Daily,2025-10-22,5.98,,,5.42,-9.3645%,,Open,95.45
OSCILLATOR DELTA,MX.TO,Long,Daily,2025-10-22,48.71,2025-10-31,55.2,-1.0,13.3238%,9.0,Closed,75.0
FRACTAL TRACK,NOVA.F,Long,Daily,2025-10-21,47.0,,,31.4,-33.1915%,,Open,96.43
FRACTAL TRACK,PPH,Long,Daily,2025-10-21,92.1,,,104.63,13.6048%,,Open,92.59
FRACTAL TRACK,GNE.NZ,Long,Daily,2025-10-21,2.47,,,2.17,-12.1457%,,Open,78.57
OSCILLATOR DELTA,SPOT,Long,Daily,2025-10-21,689.21,2025-11-05,620.0,-1.0,-10.0419%,15.0,Closed,76.47
FRACTAL TRACK,IBKR,Long,Daily,2025-10-21,66.27,2025-11-03,73.08,-1.0,10.2761%,13.0,Closed,100.0
FRACTAL TRACK,BYD.TO,Long,Daily,2025-10-21,212.17,2025-11-26,235.85,-1.0,11.1609%,36.0,Closed,100.0
FRACTAL TRACK,PFE,Long,Daily,2025-10-21,24.85,,,28.55,14.8893%,,Open,93.33
FRACTAL TRACK,WIPRO.NS,Long,Daily,2025-10-21,241.36,,,191.18,-20.7905%,,Open,90.32
FRACTAL TRACK,HOOD,Long,Daily,2025-10-21,131.84,,,70.11,-46.8219%,,Open,100.0
OSCILLATOR DELTA,INFY,Long,Daily,2025-10-20,16.91,2025-12-19,20.22,-1.0,19.5742%,60.0,Closed,82.35
OSCILLATOR DELTA,XLE,Long,Daily,2025-10-20,86.89,2025-11-11,91.53,-1.0,5.3401%,22.0,Closed,84.62
FRACTAL TRACK,MCY.NZ,Long,Daily,2025-10-20,6.65,,,6.19,-6.9173%,,Open,96.0
FRACTAL TRACK,XLE,Long,Daily,2025-10-20,86.89,,,58.97,-32.1326%,,Open,100.0
OSCILLATOR DELTA,BRK-B,Long,Daily,2025-10-20,494.08,,,478.5,-3.1533%,,Open,94.44
FRACTAL TRACK,UBER,Long,Daily,2025-10-20,93.7,,,71.71,-23.4685%,,Open,100.0
OSCILLATOR DELTA,UBER,Long,Daily,2025-10-20,93.7,2025-11-03,99.72,-1.0,6.4248%,14.0,Closed,80.0
OSCILLATOR DELTA,MA,Long,Daily,2025-10-20,566.36,,,491.65,-13.1913%,,Open,92.31
FRACTAL TRACK,TCS.NS,Long,Weekly,2025-10-19,2962.2,,,2408.2,-18.7023%,,Open,95.65
FRACTAL TRACK,ETH-USD,Long,Daily,2025-10-19,3984.6497,,,2154.8083,-45.9223%,,Open,95.56
FRACTAL TRACK,TCS.NS,Long,Weekly,2025-10-17,2962.2,,,2408.2,-18.7023%,,Open,95.65
TRENDPULSE,UPS,Long,Daily,2025-10-17,86.41,2025-10-20,86.91,-1.0,0.5786%,3.0,Closed,84.62
BAND MATRIX,CNQ.TO,Long,Daily,2025-10-17,42.19,,,64.64,53.2117%,,Open,71.43
DELTADRIFT,TRI.TO,Long,Weekly,2025-10-17,222.18,,,122.42,-44.9005%,,Open,100.0
FRACTAL TRACK,IFT.NZ,Long,Daily,2025-10-17,12.43,2025-11-18,11.6,-1.0,-6.6774%,32.0,Closed,91.11
FRACTAL TRACK,BAC,Long,Daily,2025-10-16,50.44,,,49.27,-2.3196%,,Open,88.46
FRACTAL TRACK,GBPUSD=X,Long,Daily,2025-10-16,1.3404,,,1.3308,-0.7162%,,Open,92.0
FRACTAL TRACK,JPM,Long,Daily,2025-10-16,298.54,,,295.38,-1.0585%,,Open,90.0
OSCILLATOR DELTA,BTI,Long,Daily,2025-10-16,51.14,,,57.89,13.1991%,,Open,75.0
FRACTAL TRACK,NVO,Long,Daily,2025-10-16,56.09,,,36.48,-34.9617%,,Open,94.12
DELTADRIFT,CNU.NZ,Long,Daily,2025-10-16,9.11,,,9.4,3.1833%,,Open,81.82
FRACTAL TRACK,XLV,Long,Daily,2025-10-16,142.32,,,147.73,3.8013%,,Open,100.0
FRACTAL TRACK,TCEHY,Long,Daily,2025-10-16,79.68,,,63.56,-20.2309%,,Open,100.0
FRACTAL TRACK,DOL.TO,Long,Daily,2025-10-16,180.73,,,171.3,-5.2177%,,Open,88.89
FRACTAL TRACK,^DJI,Long,Daily,2025-10-16,45952.2383,,,46565.7383,1.3351%,,Open,89.66
FRACTAL TRACK,ENZL,Long,Daily,2025-10-16,45.42,,,42.5445,-6.3309%,,Open,89.47
FRACTAL TRACK,FPH.NZ,Long,Daily,2025-10-16,36.47,,,37.29,2.2484%,,Open,95.45
FRACTAL TRACK,GS,Long,Daily,2025-10-16,758.09,2025-11-12,838.97,-1.0,10.6689%,27.0,Closed,100.0
FRACTAL TRACK,CNU.NZ,Long,Daily,2025-10-16,9.11,,,9.4,3.1833%,,Open,81.82
FRACTAL TRACK,DIA,Long,Daily,2025-10-16,459.56,,,465.48,1.2882%,,Open,90.91
FRACTAL TRACK,MSE.PA,Long,Daily,2025-10-16,62.76,,,64.08,2.1033%,,Open,96.77
FRACTAL TRACK,AMZN,Long,Daily,2025-10-16,214.47,,,210.57,-1.8184%,,Open,90.91
OSCILLATOR DELTA,GBPUSD=X,Long,Daily,2025-10-16,1.3404,,,1.3308,-0.7162%,,Open,72.73
OSCILLATOR DELTA,DOL.TO,Long,Daily,2025-10-15,176.2,2025-10-23,186.14,-1.0,5.6413%,8.0,Closed,90.0
FRACTAL TRACK,TFII.TO,Long,Daily,2025-10-15,125.17,,,153.63,22.7371%,,Open,94.12
TRENDPULSE,ATD.TO,Long,Daily,2025-10-15,73.4,2025-12-01,75.38,-1.0,2.6975%,47.0,Closed,100.0
OSCILLATOR DELTA,BTI,Long,Daily,2025-10-15,50.75,2025-11-05,53.88,-1.0,6.1675%,21.0,Closed,75.0
OSCILLATOR DELTA,MA,Long,Daily,2025-10-15,562.81,,,491.65,-12.6437%,,Open,92.31
TRENDPULSE,WIPRO.NS,Long,Daily,2025-10-15,250.21,2025-10-16,253.81,-1.0,1.4388%,1.0,Closed,92.31
FRACTAL TRACK,FRW.NZ,Long,Daily,2025-10-15,13.06,,,12.5,-4.2879%,,Open,87.5
FRACTAL TRACK,XLF,Long,Daily,2025-10-14,53.24,,,49.44,-7.1375%,,Open,96.43
OSCILLATOR DELTA,EWJ,Long,Daily,2025-10-14,80.04,,,86.48,8.0460%,,Open,78.57
FRACTAL TRACK,NIO,Long,Daily,2025-10-14,6.8,,,6.2,-8.8235%,,Open,92.86
FRACTAL TRACK,JETS,Long,Daily,2025-10-14,25.41,,,25.27,-0.5510%,,Open,96.0
FRACTAL TRACK,^BVSP,Long,Daily,2025-10-14,141683.0,,,187952.9062,32.6573%,,Open,95.45
FRACTAL TRACK,ATD.TO,Long,Daily,2025-10-14,73.09,,,78.64,7.5934%,,Open,97.78
FRACTAL TRACK,ASHR,Long,Daily,2025-10-14,32.15,,,32.76,1.8974%,,Open,94.12
FRACTAL TRACK,BABA,Long,Daily,2025-10-14,162.86,,,123.73,-24.0268%,,Open,93.75
FRACTAL TRACK,KWEB,Long,Daily,2025-10-14,39.15,,,28.3,-27.7139%,,Open,100.0
FRACTAL TRACK,XLY,Long,Daily,2025-10-14,234.35,,,109.8,-53.1470%,,Open,96.0
TRENDPULSE,HDB,Long,Daily,2025-10-14,35.11,2025-10-15,36.05,-1.0,2.6773%,1.0,Closed,100.0
BAND MATRIX,XLE,Long,Daily,2025-10-14,86.37,,,58.97,-31.7240%,,Open,71.43
OSCILLATOR DELTA,TRI.TO,Long,Daily,2025-10-14,217.14,2025-11-07,192.99,-1.0,-11.1219%,24.0,Closed,100.0
TRENDPULSE,WMT,Long,Daily,2025-10-14,107.21,2025-10-15,109.03,-1.0,1.6976%,1.0,Closed,100.0
FRACTAL TRACK,WPM,Long,Daily,2025-10-13,108.99,,,136.8,25.5161%,,Open,100.0
BAND MATRIX,XLF,Long,Daily,2025-10-13,52.66,,,49.44,-6.1147%,,Open,81.82
FRACTAL TRACK,MCD,Long,Daily,2025-10-13,300.11,,,307.29,2.3925%,,Open,81.25
FRACTAL TRACK,EURUSD=X,Long,Daily,2025-10-13,1.1602,,,1.1594,-0.0690%,,Open,93.33
TRENDPULSE,BDGI.TO,Long,Weekly,2025-10-12,65.01,2025-10-15,66.49,-1.0,2.2766%,3.0,Closed,79.17
BASELINEDIVERGENCE,HDFCBANK.NS,Long,Weekly,2025-10-12,980.9,,,742.25,-24.3297%,,Open,85.44
BASELINEDIVERGENCE,ARM,Long,Weekly,2025-10-12,154.81,,,155.07,0.1679%,,Open,85.71
BASELINEDIVERGENCE,QQQ,Long,Weekly,2025-10-12,589.5,,,584.31,-0.8804%,,Open,86.49
BAND MATRIX,IHI,Long,Weekly,2025-10-12,58.83,,,53.43,-9.1790%,,Open,100.0
FRACTAL TRACK,C6L.SI,Long,Weekly,2025-10-12,6.64,2026-03-16,6.54,6.54,-1.5060%,155.0,Closed,88.89
FRACTAL TRACK,ATM.NZ,Long,Weekly,2025-10-12,10.21,,,11.15,9.2067%,,Open,89.47
FRACTAL TRACK,BTC-USD,Long,Daily,2025-10-12,115169.7656,,,68333.0,-40.6676%,,Open,92.59
BASELINEDIVERGENCE,NVDA,Long,Weekly,2025-10-12,183.16,,,175.75,-4.0456%,,Open,87.18
BASELINEDIVERGENCE,HDFCBANK.NS,Long,Weekly,2025-10-10,980.9,,,742.25,-24.3297%,,Open,85.44
TRENDPULSE,BDGI.TO,Long,Weekly,2025-10-10,65.01,,,62.69,-3.5687%,,Open,79.17
FRACTAL TRACK,ATM.NZ,Long,Weekly,2025-10-10,10.21,,,11.15,9.2067%,,Open,89.47
TRENDPULSE,RHHBY,Long,Weekly,2025-10-10,45.66,,,50.41,10.4030%,,Open,83.33
BAND MATRIX,JPM,Long,Daily,2025-10-10,300.89,,,295.38,-1.8312%,,Open,81.82
FRACTAL TRACK,ETH-USD,Long,Weekly,2025-10-10,4369.1436,,,2154.8083,-50.6812%,,Open,83.33
FRACTAL TRACK,C6L.SI,Long,Weekly,2025-10-10,6.64,,,6.66,0.3012%,,Open,88.89
TRENDPULSE,RELIANCE.NS,Long,Daily,2025-10-10,1381.7,2025-10-14,1382.1,-1.0,0.0289%,4.0,Closed,80.0
BASELINEDIVERGENCE,QQQ,Long,Weekly,2025-10-10,589.5,,,584.31,-0.8804%,,Open,86.49
BASELINEDIVERGENCE,ARM,Long,Weekly,2025-10-10,154.81,,,155.07,0.1679%,,Open,85.71
BAND MATRIX,GS,Long,Daily,2025-10-10,764.36,,,860.21,12.5399%,,Open,80.0
BAND MATRIX,IHI,Long,Weekly,2025-10-10,58.83,,,53.43,-9.1790%,,Open,100.0
BAND MATRIX,HYG,Long,Daily,2025-10-10,79.95,,,79.37,-0.7255%,,Open,80.0
BAND MATRIX,EURUSD=X,Long,Daily,2025-10-10,1.1631,,,1.1594,-0.3181%,,Open,77.78
TRENDPULSE,MEL.NZ,Long,Weekly,2025-10-10,5.98,,,5.42,-9.3645%,,Open,100.0
TRENDPULSE,MEL.NZ,Long,Daily,2025-10-09,6.02,2025-10-10,5.98,-1.0,-0.6645%,1.0,Closed,85.0
TRENDPULSE,WIPRO.NS,Long,Daily,2025-10-08,244.27,2025-10-09,246.4,-1.0,0.8720%,1.0,Closed,92.31
TRENDPULSE,HDFCBANK.NS,Long,Daily,2025-10-08,978.7,2025-10-09,977.1,-1.0,-0.1635%,1.0,Closed,100.0
TRENDPULSE,CNQ.TO,Long,Daily,2025-10-07,45.72,2025-10-09,45.88,-1.0,0.3500%,2.0,Closed,91.67
TRENDPULSE,SUM.NZ,Long,Daily,2025-10-07,11.24,2025-10-09,11.5,-1.0,2.3132%,2.0,Closed,100.0
TRENDPULSE,PYPL,Long,Daily,2025-10-07,74.61,2025-10-09,75.75,-1.0,1.5279%,2.0,Closed,75.0
BAND MATRIX,SPOT,Long,Daily,2025-10-07,680.44,,,470.01,-30.9256%,,Open,71.43
FRACTAL TRACK,BRK-B,Long,Daily,2025-10-06,500.02,2025-10-13,491.93,-1.0,-1.6179%,7.0,Closed,92.86
TRENDPULSE,ACWX,Long,Daily,2025-10-06,66.37,2025-10-09,65.57,-1.0,-1.2054%,3.0,Closed,88.89
FRACTAL TRACK,USCI,Long,Daily,2025-10-06,77.76,,,94.8802,22.0167%,,Open,100.0
OSCILLATOR DELTA,HDB,Long,Daily,2025-10-06,34.83,,,24.9,-28.5099%,,Open,77.27
TRENDPULSE,MAR,Long,Daily,2025-10-06,271.94,2025-10-09,266.14,-1.0,-2.1328%,3.0,Closed,100.0
FRACTAL TRACK,NU,Long,Daily,2025-10-06,15.38,,,14.44,-6.1118%,,Open,100.0
TRENDPULSE,GLD,Long,Daily,2025-10-06,364.38,2025-10-09,365.43,-1.0,0.2882%,3.0,Closed,87.5
FRACTAL TRACK,WMT,Long,Daily,2025-10-06,102.7,,,124.74,21.4606%,,Open,90.48
TRENDPULSE,GS,Long,Daily,2025-10-06,796.78,2025-10-09,779.96,-1.0,-2.1110%,3.0,Closed,88.89
FRACTAL TRACK,^TNX,Long,Weekly,2025-10-05,4.119,,,4.319,4.8555%,,Open,84.85
BAND MATRIX,TRI.TO,Long,Weekly,2025-10-05,213.48,,,122.42,-42.6550%,,Open,100.0
TRENDPULSE,NVDA,Long,Weekly,2025-10-05,187.62,2025-10-09,192.57,-1.0,2.6383%,4.0,Closed,81.82
ALTITUDE ALPHA,NVDA,Long,Weekly,2025-10-05,187.62,,,175.75,-6.3266%,,Open,84.62
TRENDPULSE,TSM,Long,Weekly,2025-10-05,292.19,2025-10-09,299.88,-1.0,2.6318%,4.0,Closed,90.0
TRENDPULSE,TCEHY,Long,Weekly,2025-10-05,86.51,2025-10-09,85.33,-1.0,-1.3640%,4.0,Closed,90.91
OSCILLATOR DELTA,MAR,Long,Daily,2025-10-03,267.57,2025-11-05,283.07,-1.0,5.7929%,33.0,Closed,76.19
OSCILLATOR DELTA,IHI,Long,Daily,2025-10-03,60.63,,,53.43,-11.8753%,,Open,85.71
TRENDPULSE,COIN,Long,Daily,2025-10-03,380.02,2025-10-09,387.0,-1.0,1.8367%,6.0,Closed,80.0
TRENDPULSE,KXS.TO,Long,Daily,2025-10-03,183.5,2025-10-09,185.61,-1.0,1.1499%,6.0,Closed,82.35
TRENDPULSE,^NSEI,Long,Daily,2025-10-03,24894.25,2025-10-09,25181.8008,-1.0,1.1551%,6.0,Closed,100.0
FRACTAL TRACK,HYG,Long,Daily,2025-10-03,80.84,,,79.37,-1.8184%,,Open,100.0
FRACTAL TRACK,JNK,Long,Daily,2025-10-03,97.47,,,95.47,-2.0519%,,Open,84.0
TRENDPULSE,MA,Long,Daily,2025-10-02,577.33,2025-10-09,564.55,-1.0,-2.2136%,7.0,Closed,88.89
OSCILLATOR DELTA,AIA.NZ,Long,Daily,2025-10-02,8.0,,,8.04,0.5000%,,Open,73.68
SIGMASHELL,PG,Long,Daily,2025-10-02,152.05,2026-01-28,147.34,-1.0,-3.0977%,118.0,Closed,76.19
TRENDPULSE,BTC-USD,Long,Daily,2025-10-02,120681.2578,2025-10-07,121451.3828,-1.0,0.6381%,5.0,Closed,95.65
TRENDPULSE,XLV,Long,Daily,2025-10-02,143.19,2025-10-08,144.51,-1.0,0.9219%,6.0,Closed,92.86
FRACTAL TRACK,EFN.TO,Long,Daily,2025-10-02,36.62,2025-11-06,36.82,-1.0,0.5461%,35.0,Closed,93.94
BAND MATRIX,META,Long,Daily,2025-10-02,727.05,,,579.23,-20.3315%,,Open,80.0
FRACTAL TRACK,RINF,Long,Daily,2025-10-02,32.3,,,31.845,-1.4087%,,Open,100.0
OSCILLATOR DELTA,NVO,Long,Daily,2025-10-02,58.74,2025-10-28,52.05,-1.0,-11.3892%,26.0,Closed,71.43
FRACTAL TRACK,TFII.TO,Long,Daily,2025-10-02,125.06,,,153.63,22.8450%,,Open,94.12
FRACTAL TRACK,ORCL,Long,Daily,2025-10-02,288.78,,,145.23,-49.7091%,,Open,96.88
TRENDPULSE,IBIT,Long,Daily,2025-10-02,68.77,2025-10-09,68.74,-1.0,-0.0436%,7.0,Closed,100.0
TRENDPULSE,MSE.PA,Long,Daily,2025-10-01,62.02,2025-10-07,62.37,-1.0,0.5643%,6.0,Closed,100.0
TRENDPULSE,AIA.NZ,Long,Daily,2025-10-01,7.89,2025-10-09,8.05,-1.0,2.0279%,8.0,Closed,79.17
TRENDPULSE,^GSPC,Long,Daily,2025-10-01,6711.2002,2025-10-09,6735.1099,-1.0,0.3563%,8.0,Closed,100.0
TRENDPULSE,PPH,Long,Daily,2025-10-01,94.26,2025-10-09,93.45,-1.0,-0.8593%,8.0,Closed,90.0
TRENDPULSE,RHHBY,Long,Daily,2025-10-01,44.83,2025-10-08,45.32,-1.0,1.0930%,7.0,Closed,83.33
TRENDPULSE,MX.TO,Long,Monthly,2025-09-30,55.33,2025-10-09,53.05,-1.0,-4.1207%,9.0,Closed,88.89
ALTITUDE ALPHA,SPY,Long,Quarterly,2025-09-30,666.18,,,655.24,-1.6422%,,Open,100.0
ALTITUDE ALPHA,EFN.TO,Long,Quarterly,2025-09-30,36.04,,,30.49,-15.3996%,,Open,75.0
ALTITUDE ALPHA,TCEHY,Long,Monthly,2025-09-30,85.15,,,63.56,-25.3553%,,Open,77.78
TRENDPULSE,CNR.TO,Long,Daily,2025-09-30,131.24,2025-10-08,134.51,-1.0,2.4916%,8.0,Closed,87.5
ALTITUDE ALPHA,SOXX,Long,Quarterly,2025-09-30,271.12,,,338.54,24.8672%,,Open,71.43
FRACTAL TRACK,AIA.NZ,Long,Monthly,2025-09-30,7.88,,,8.04,2.0305%,,Open,95.24
TRENDPULSE,EEM,Long,Monthly,2025-09-30,53.4,2025-10-09,53.93,-1.0,0.9925%,9.0,Closed,80.0
ALTITUDE ALPHA,IBKR,Long,Quarterly,2025-09-30,68.81,,,67.91,-1.3079%,,Open,100.0
FRACTAL TRACK,IEI,Long,Quarterly,2025-09-30,119.51,,,118.14,-1.1463%,,Open,100.0
ALTITUDE ALPHA,ETH-USD,Long,Quarterly,2025-09-30,4145.9575,,,2154.8083,-48.0263%,,Open,75.0
TRENDPULSE,SPY,Long,Monthly,2025-09-30,666.18,2025-10-09,671.16,-1.0,0.7475%,9.0,Closed,100.0
FRACTAL TRACK,BPCL.NS,Long,Quarterly,2025-09-30,339.65,,,281.25,-17.1942%,,Open,100.0
FRACTAL TRACK,ATD.TO,Long,Quarterly,2025-09-30,74.25,,,78.64,5.9125%,,Open,100.0
TRENDPULSE,ACWX,Long,Monthly,2025-09-30,65.01,2025-10-09,65.57,-1.0,0.8614%,9.0,Closed,75.0
ALTITUDE ALPHA,^GSPC,Long,Quarterly,2025-09-30,6688.46,,,6575.3198,-1.6916%,,Open,86.67
FRACTAL TRACK,INDY,Long,Quarterly,2025-09-30,50.9,,,42.19,-17.1120%,,Open,100.0
ALTITUDE ALPHA,TSM,Long,Quarterly,2025-09-30,279.29,,,341.49,22.2708%,,Open,75.0
TRENDPULSE,KWEB,Long,Monthly,2025-09-30,42.01,2025-10-09,41.34,-1.0,-1.5949%,9.0,Closed,100.0
TRENDPULSE,HOOD,Long,Daily,2025-09-30,143.18,2025-10-09,152.46,-1.0,6.4814%,9.0,Closed,100.0
TRENDPULSE,FBU.NZ,Long,Monthly,2025-09-30,3.37,2025-10-09,3.35,-1.0,-0.5935%,9.0,Closed,75.0
FRACTAL TRACK,INDA,Long,Quarterly,2025-09-30,52.06,,,46.71,-10.2766%,,Open,100.0
TRENDPULSE,WPM.TO,Long,Monthly,2025-09-30,155.74,2025-10-09,144.98,-1.0,-6.9090%,9.0,Closed,70.0
TRENDPULSE,SFTBY,Long,Monthly,2025-09-30,63.3,2025-10-09,74.64,-1.0,17.9147%,9.0,Closed,75.0
TRENDPULSE,GLD,Long,Daily,2025-09-29,352.46,2025-10-08,372.3,-1.0,5.6290%,9.0,Closed,87.5
TRENDPULSE,^DJI,Long,Weekly,2025-09-28,46247.2891,2025-10-09,46358.4219,-1.0,0.2403%,11.0,Closed,100.0
TRENDPULSE,TD.TO,Long,Weekly,2025-09-28,110.35,2025-10-09,112.02,-1.0,1.5134%,11.0,Closed,93.33
TRENDPULSE,SONY,Long,Daily,2025-09-26,29.78,2025-10-09,29.84,-1.0,0.2015%,13.0,Closed,81.82
TRENDPULSE,XLE,Long,Daily,2025-09-26,91.99,2025-10-09,87.76,-1.0,-4.5983%,13.0,Closed,75.0
TRENDPULSE,USO,Long,Daily,2025-09-24,76.39,2025-10-09,72.51,-1.0,-5.0792%,15.0,Closed,90.0
TRENDPULSE,SPY,Long,Daily,2025-09-22,666.84,2025-10-08,673.11,-1.0,0.9403%,16.0,Closed,100.0
TRENDPULSE,RHHBY,Long,Daily,2025-09-22,42.66,2025-10-06,45.36,-1.0,6.3291%,14.0,Closed,83.33
TRENDPULSE,^NDX,Long,Weekly,2025-09-21,24626.25,2025-10-09,25098.1758,-1.0,1.9164%,18.0,Closed,100.0
TRENDPULSE,WPM,Long,Weekly,2025-09-21,107.65,2025-10-09,103.38,-1.0,-3.9666%,18.0,Closed,78.57
TRENDPULSE,NVDA,Long,Weekly,2025-09-21,176.67,2025-10-09,192.57,-1.0,8.9998%,18.0,Closed,81.82
TRENDPULSE,ORCL,Long,Weekly,2025-09-21,308.66,2025-10-09,296.96,-1.0,-3.7906%,18.0,Closed,93.75
TRENDPULSE,JNK,Long,Weekly,2025-09-21,98.09,2025-10-09,96.94,-1.0,-1.1724%,18.0,Closed,85.71
TRENDPULSE,VGT,Long,Weekly,2025-09-21,741.17,2025-10-09,767.64,-1.0,3.5714%,18.0,Closed,100.0
TRENDPULSE,AIA.NZ,Long,Weekly,2025-09-21,7.85,2025-10-09,8.05,-1.0,2.5478%,18.0,Closed,100.0
TRENDPULSE,TSM,Long,Weekly,2025-09-21,264.87,2025-10-09,299.88,-1.0,13.2178%,18.0,Closed,90.0
TRENDPULSE,BPCL.NS,Long,Weekly,2025-09-21,329.55,2025-10-09,344.0,-1.0,4.3848%,18.0,Closed,85.71
TRENDPULSE,EEM,Long,Weekly,2025-09-21,53.01,2025-10-09,53.93,-1.0,1.7355%,18.0,Closed,86.67
TRENDPULSE,WPM.TO,Long,Weekly,2025-09-21,148.53,2025-10-09,144.98,-1.0,-2.3901%,18.0,Closed,78.95
TRENDPULSE,GDX,Long,Weekly,2025-09-21,72.36,2025-10-09,75.61,-1.0,4.4914%,18.0,Closed,93.33
TRENDPULSE,JPM,Long,Daily,2025-09-19,314.78,2025-10-09,305.53,-1.0,-2.9386%,20.0,Closed,93.75
TRENDPULSE,FPH.NZ,Long,Daily,2025-09-19,38.32,2025-10-09,37.58,-1.0,-1.9311%,20.0,Closed,78.26
TRENDPULSE,BAC,Long,Daily,2025-09-19,52.25,2025-10-09,49.79,-1.0,-4.7081%,20.0,Closed,76.92
TRENDPULSE,^GSPC,Long,Daily,2025-09-19,6664.3599,2025-10-07,6714.5898,-1.0,0.7537%,18.0,Closed,100.0
TRENDPULSE,XLF,Long,Daily,2025-09-18,54.13,2025-10-09,53.32,-1.0,-1.4964%,21.0,Closed,84.62
TRENDPULSE,IWM,Long,Daily,2025-09-18,244.84,2025-10-09,245.13,-1.0,0.1184%,21.0,Closed,81.82
TRENDPULSE,PG,Long,Daily,2025-09-17,160.33,2025-10-09,150.58,-1.0,-6.0812%,22.0,Closed,75.0
TRENDPULSE,XLE,Long,Daily,2025-09-17,89.99,2025-10-09,87.76,-1.0,-2.4781%,22.0,Closed,75.0
TRENDPULSE,INFY,Long,Daily,2025-09-17,17.68,2025-10-09,17.06,-1.0,-3.5068%,22.0,Closed,100.0
TRENDPULSE,WIPRO.NS,Long,Daily,2025-09-17,254.15,2025-10-09,246.4,-1.0,-3.0494%,22.0,Closed,92.31
TRENDPULSE,SUM.NZ,Long,Daily,2025-09-17,11.13,2025-10-09,11.5,-1.0,3.3243%,22.0,Closed,100.0
TRENDPULSE,INDA,Long,Daily,2025-09-16,53.87,2025-10-09,52.81,-1.0,-1.9677%,23.0,Closed,75.0
TRENDPULSE,EWJ,Long,Weekly,2025-09-14,80.76,2025-10-09,81.55,-1.0,0.9782%,25.0,Closed,73.33
TRENDPULSE,^DJI,Long,Weekly,2025-09-14,45834.2188,2025-10-09,46358.4219,-1.0,1.1437%,25.0,Closed,100.0
TRENDPULSE,KWEB,Long,Weekly,2025-09-14,40.63,2025-10-09,41.34,-1.0,1.7475%,25.0,Closed,100.0
TRENDPULSE,^NZ50,Long,Weekly,2025-09-14,13227.9004,2025-10-09,13568.4805,-1.0,2.5747%,25.0,Closed,100.0
TRENDPULSE,DIA,Long,Weekly,2025-09-14,459.32,2025-10-09,463.5,-1.0,0.9100%,25.0,Closed,100.0
TRENDPULSE,BYD.TO,Long,Weekly,2025-09-14,236.56,2025-10-09,221.86,-1.0,-6.2141%,25.0,Closed,93.33
